ID;HOME UNIVERSITY;COUNTRY;UNIVERSITY OF OUTGOING MOBILITY;ERASMUS ID CODE;CONTACT;FIELD OF STUDY;BACHELOR PROGRAM;MASTER PROGRAM;PhD;NUMBER OF STUDENTS;MOBILITY DURATION;WINTER DEADLINE;SUMMER DEADLINE
132;KTF;POLAND;Faculty of Pharmacy, Wroclaw Medical University;PL WROCLAW05;slawa.ksenycz@umed.wroc.pl;727 Pharmacy;no;yes;no;2;6 (2x3);30 June;30 June
133;KTF;PORTUGAL;Polytechnic Institute of Braganca;P BRAGANC01;sylwia@ipb.pt;442 Chemistry;yes;no;no;2;10 (2x5);15 July;15 December
134;KTF;ROMANIA;University of Craiova;RO CRAIOVA01;"npanoa@yahoo.com; loremateescu@gmail.com";0721 Food processing;yes;no;no;3;5;31 May;30 November
135;KTF;ROMANIA;University of Craiova;RO CRAIOVA01;"npanoa@yahoo.com; loremateescu@gmail.com";"0712 Environmental protecting technology; 0531 Chemistry";no;yes;yes;3;5;31 May;30 November
136;KTF;SLOVAKIA;Technical University of Kosice_TUKE;SK KOSICE03;Monika.Gaalova@tuke.sk;"0711 Chemical engineering and processes; 722 Materials Engineering";yes;yes;yes;2x3 months;6;30 June;30 November
137;KTF;SLOVENIA;Polymer Technology College;SI MARIBOR09;maja.kitano@vstp.si;0711 Chemical engineering and processes;yes;yes;no;1;5;1 July;1 December
138;KTF;SLOVENIA;University of Maribor;SI MARIBOR01;erasmus@um.si;542 Chemical and Process;yes;yes;no;2;10 (2x5);"1 July Students from EU; 1 June Non EU students";"1 December Students from EU; 1 November Non EU students"
139;KTF;SERBIA;University of Belgrade;RS BELGRADE02;check on the homepage;0512 Biochemistry, 0531 Chemistry;no;no;yes;on request;undefined;1 May;31 October
140;KTF;SERBIA;University of Novi Sad;RS NOVISAD02;erasmus@pmf.uns.ac.rs;"0521 Environmental Sciences; 0531 Chemistry";yes;yes;yes;2x5 months;undefined;30 June;15 November
141;KTF;SPAIN;Universiyesd Miguel Hernandez de Elche;E ELCHE01;moviliyesd@umh.es;"0531 Chemistry; 0721 Food processing";yes;yes;yes;2;12(2x6);15 May;01 November
142;SOSM;AUSTRIA;Universitat fur Bodenkultur Wien, BOKU;A WIEN03;"erasmustoboku@boku.ac.at;erasmus@boku.ac.at; claudia.zefferer@boku.ac.at";0521 Environmental sciences;no;yes;yes;1;5;30 June;30 November
143;SOSM;ITALY;Polytechnic University of Marche, Ancona;I ANCONA01;l.martini@univpm.it;"421 Biology and biochemistry; 624 Fisheries; 4433 Environmental Sciences, Ecology ";yes;yes;yes;2;10 (2x5);31 May;31 October
144;SOSM;ITALY;Universita degli Studi di Ferrara;I FERRARA01;check on the homepage;"0511 Biology; 0521 Enviromental Sciences; 624 Fisheries; 4433 Ecology";yes;yes;yes;2;12 (2x6);September;February
145;SOSM;ITALY;Universita del Salento;I LECCE01;programmi.europei@unisalento.it;"051 Biological and related sciences; 083 Fisheries sciences";yes;yes;no;2;2;30 June;31 October
146;SOSM;ITALY;Universita degli Studi di Palermo; I PALERMO01;"relinter@unipa.it; concetta.messina@unipa.it";0510 Biological and related sciences;yes;yes;no;2;12;30 June;30 October
147;SOSM;POLAND;West Pomeranian University of Technology, Szczecin;PL SZCZECI02;international@zut.edu.pl;"0511 Biology; 0521 Enviromental Sciences; 624 Fisheries; 4433 Ecology";yes;yes;yes;2;10 (2x5);30 May;30 November
148;SOSM;POLAND;University of Warmia and Mazury in Olsztyn;PL OLSZTYN01;agnieszka.matejko@uwm.edu.pl;"083 Fisheries; 0521 Enviromental Sciences";yes;yes;no;1;6;15 June;30 November
149;SOSM;PORTUGAL;University of the Azores;P ACORES01;reitoria.gre@uac.pt;"051 Biology and related Sciences; 0521 Enviromental Sciences";yes;yes;no;4;20(4x5);to 30 June;30 November
150;SOSM;SPAIN;Universitat politecnica de Valencia;E VALENCI02;opii@upvnot.upv.es;"083 Fisheries; 051 Biological and related sciences";yes;yes;yes;3;30 (3x10);31 May;31 October
151;SOSM;TURKEY;Firat University;TR ELAZIG01;"erasmus@firat.edu.tr; disiliskiler.koord.firat.edu.tr";083, 0831 Fisheries;yes;yes;no;2;5;30 August;30 January
152;SOSM;TURKEY;Cukurova Universitesi;TR ADANA01;erasmus@cu.edu.tr;"0511 Biology; 0521 Enviromental Sciences; 0831 Fisheries";no;yes;yes;2;12 (2x6);30 June;30 December
153;SOZS;CZECH REPUBLIC;Palacky University in Olomouc;CZ OLOMOUC01;yvona.vyhnankova@upol.cz;0913 Nursing;yes;no;no;3;9 (3x3);31 May;31 October
154;SOZS;ESTONIA;University of Tartu;EE TARTU02;"erasmus@ut.ee; jelena.sokk@ut.ee";0915 Physiotheraphy;yes;no;no;5;15;1 May;01 November
155;SOZS;LITHUANIA;Vilnius University;LT VILNIUS01;"simona.vizinieno@cr.vu.lt; trs@cr.vu.lt";0915 Theraphy and rehabilitation;yes;no;no;5;15;1 June;15 November
156;SOZS;SLOVENIA;University of Primorska;SI KOPER03;erasmus@upr.si;0913 Nursing;yes;no;no;2;6 (2x3);1 June (application deadline);1 November (application deadline)
157;SOZS;SPAIN;UNIVERSITAT ROVIRA I VIRGILI;E TARRAGO01;"Jordi Albino, Centre Internacional Universitat Rovira i Virgili; mou@urv.cat ";091 Health (Nursing);yes;no;no;2;6 (2x6);1 June;01 November
158;SOFZ;AUSTRIA;University of Salzburg;A SALZBURG01;"erasmus-outgoing@sbg.ac.at; mariane.wonneberger@plus.ac.at";"022 Humanities; 051 Biological and related sciences";yes;yes;yes;2;5;1 June;01 November
159;SOFZ;ENGLAND;Bournemouth University;UK POOLE01;check on the homepage;"225 History and Archeology; 9 Forensics";no;yes;no;5;5;30 Apr;31 October
160;SOFZ;ITALY;Universita degli Studi di Macerata;I MACERATA01;check on the homepage;041 Accounting and taxation;yes;yes;no;4;20 (4x5);1 June;01 November
161;SOFZ;POLAND;AGH University of Science and Technology;PL KRAKOW02;amm@agh.edu.pl;"022 Humanities; 031 Social and behavioural sciences; 042 Law; 050 Natural sciences; 061 Information and Communication Technologies";yes;yes;no;4;4x5;check on the homepage;check on the homepage
162;SOFZ;SLOVAKIA;Zilinska univerzita v Ziline, University of Zilina;SK ZILINA01;vladimir.salaga@fpeyess.uniza.sk;031 Economics;yes;yes;no;3;3x5;30 June;15 December
163;SOFZ;SLOVENIA;University in Maribor;SI MARIBOR01;check on the homepage;"481 Computer Science; 860 Security services; 861 Protection of persons and property";no;yes;no;3;15 (3x5);1 July;1 December
164;SOFZ;SLOVENIA;College of Accounting;SI LJUBLJA28;helena.mihelcic@vsr.si;0411 Forensic Investigation in Finance and Accounting;no;yes;no;2;4 (2x2);1 June;01 November
165;SOFZ;SERBIA;University of Belgrade;RS BELGRAD02;check on the homepage;0421 Criminal Law, Criminology;yes;yes;yes;on request;on request;1 May;31 October
166;KBF;AUSTRIA;University College of Teacher Education of Christian Churces Vienna;A WIEN10;"thomas.schrei@kphvie.ac.at; kathrin.claassen@kphvie.ac.at";0221 Religion and theology, Primary teacher education;yes;yes;yes;2;10 (2x5);15 June;30 November
167;KBF;BELGIUM;Katholieke Universiteit Leuven;B LEUVEN01;"peter.demey@kuleuven.be; Elke.Timmermans@int.kuleuven.be";221 Religion;yes;yes;yes;2;10;check on the homepage;check on the homepage
168;KBF;ITALY;Universita degli Studi di Perugia;I PERUGIA01;check on the homepage;"0221 Theology and religion; 0223 Philosophy and ethics; 0288 Interdisciplinary programs involving humanities; 0111 Education Sciences; 0031 Personal skills and development";yes;yes;yes;2;6;1 July;1 December
169;KBF;ITALY;Facolta Valdese di Teologia;I ROMA28;segreteria@facoltavaldese.org;0221 Religion and Theology;yes;yes;yes;2;10;01 June;01 September
170;KBF;IRELAND;St. Patrick?s Pontifical University,Maynooth;IRL KILDARE01;"theology.office@spcm.ie; admissions@spcm.ie; Johnpaul.sheriyesn@spcm.ie";"221 Theology; 0223 Philosophy and Ethics";yes;yes;yes;2;2x10;15 May;15 December
171;KBF;GERMANY;Universitat Passau Department fur Katolische Theologie;D PASSAU01;"barbara.zacharias@uni-passau.de; almut.bareiss@uni-passau.de ";0221 Religion and Theology;yes;yes;yes;2;18;1 June;01 November
172;KBF;GERMANY;Ruhr-Universitat Bochum;D BOCHUM01;"Jonna.Haensel-Neumann@uv.ruhr-uni-bochum.de; Veronika.Klasik@uv.ruhr-uni-bochum.de";0221 Theology;yes;yes;yes;2;12;15 June;15 December
173;KBF;GERMANY;Johann Wolfgang Goethe Universitat, Frankfurt am Main;D FRANKFU01;"erasmus-io@uni-frankfurt.de; brucker@em.uni-frankfurt.de ";0221 Theology and Religion;yes;yes;yes;2;2x6;15 June;14 October
174;KBF;POLAND;The Pontificial University of John Paul II in Cracow- Faculty of Theology;PL KRAKOW08;"Urszula.kubiczek@upjp2.edu.pl; wojciech.wegrzyniak@upjp2.edu.pl; erasmus@upjp2.edu.pl ";221 Religion;yes;yes;no;4;24 (4x6);15 June;15 November
175;KBF;POLAND;Cardinal Stefan Wyszynski University in Warsaw;PL WARSZAW07;check on the homepage;221 Theology;yes;yes;yes;4;20 (4x5);31 May;15 January
176;KBF;SLOVAKIA;Trnava University in Trnava The Faculty of Theology;SK TRNAVA01;"simon.marincak@truni.sk; marta.seckarova@truni.sk";0221 Religion and theology;yes;yes;yes;2;12 (2x6);1 June;01 November
177;KBF;SLOVENIA;Univerza v Ljubljani;SI LJUBLJA01;"urska.jeglic@teof.uni-lj.si; erasmus@teof.uni-lj.si";0221 Catholic Theology;yes;yes;yes;4;20 (4x5);15 May;15 November
178;FF;AUSTRIA;Karl-Franzes Universitat Graz;A GRAZ01;julia.reiter@fh-joanneum.at;222 Languages and Philological Sciences (ERA09.0);yes;yes;yes;2;10 (2x5);15 May;15 October
179;FF;AUSTRIA;Alpen Adria Universitat Klagenfurt;A KLAGENF01;marco.messier@aau.at;312 Sociology and cultural studies;yes;yes;yes;2;10;1 June;01 November
180;FF;AUSTRIA;Alpen Adria Universitat Klagenfurt;A KLAGENF01;elena.buffa@aau.at;0230 Languages (Romance Languages);yes;yes;yes;2;10 (2x5);1 June;01 November
181;FF;AUSTRIA;Alpen Adria Universitat Klagenfurt;A KLAGENF01;ana.mitic@aau.at;0203 Humanities and Social Sciences;yes;yes;yes;2;5;1 June;01 November
182;FF;CZECH REPUBLIC;University of Ostrava;CZ OSTRAVA02;Ivana.Schmejkalova@osu.cz;01 Education;yes;yes;no;2;10 (2x5);31 May;31 October
183;FF;CZECH REPUBLIC;Univerzita Palackeho V Olomouci Faculty of Philosophy;CZ OLOMOUC01;yvona.vyhnankova@upol.cz;226 Philosophy and ethics;yes;yes;yes;3;15 (3x5);31 May;31 October
184;FF;CZECH REPUBLIC;Univerzita Palackeho V Olomouci;CZ OLOMOUC01;;0232 Literature and linguistics;yes;yes;yes;2;undefined;30 June;15 November
185;FF;FRANCE;Universite de Rennes;F RENNES02;international@univ-rennes2.fr;813 Humanities and Social Sciences;yes;yes;no;2;10 (2x5);1 May;1 October
186;FF;FRANCE;Universite Jean Monnet Saint Etienne;F ST-ETIE01;ri-erasmusagreements@univ-st-etienne.fr;"22 History; 31 Social Sciences";yes;yes;yes;3;18 (3x6);20 May;25 October
187;FF;FRANCE;Universite de Lorraine;F NANCY43;marie-christine.viry@univ-lorraine.fr;023 Languages;yes;yes;no;2;5;31 May;31 October
188;FF;FRANCE;Universite de Lorraine;F NANCY43;"drie-cooperation-contact@univ-lorraine.fr; marie-christine.viry@univ-lorraine.fr";0222 History, Art History and archeology;yes;yes;no;4;20;31 May;31 October
189;FF;FRANCE;University of Franche-Comte;F BESANCO01;maxime.blondel@univ-fcomte.fr;023 Languages;yes;yes;no;2;18;1 June;1 October
190;FF;FRANCE;Universite Sorbonne Nouvelle - Paris 3;F PARIS003;isabelle.barraquand@sorbonne-nouvelle.fr;023 Languages;yes;yes;yes;2;10;15 May;15 November
191;FF;GREECE;University of PelopoNnese;G TRIPOLI03;vgionna@uop.gr;"011 Education; 0223 Philosophy and ethics";yes;yes;yes;2;12;30 June;30 November
192;FF;ITALY;"Universita degli Studi ""G. D'Annunzio"" Chieti- Pescara";I CHIETI01;agreements@unich.it;222 Languages and Philological Sciences;yes;yes;yes;undefined;48;check on the homepage;check on the homepage
193;FF;ITALY;Universita di Trieste;I TRIESTE01;mobilita.outgoing@amm.units.it;222 Languages and Philological Sciences;yes;yes;yes;6;30 (6x5);May;November
194;FF;ITALY;University of Pavia;I PAVIA01;Erasmus - Unipv erasmus@unipv.it;"022 Humanities; 023 Languages";yes;yes;yes;4;20;Early July;Early December
195;FF;ITALY;Universita degli Studi di Firenze;I FIRENZE01;"erasmadm@unifi.it; erasmusplus@adm.unifi.it ";022 Humanities, History, History of Art;yes;yes;no;2;10;check on the homepage;check on the homepage
196;FF;ITALY;Universita degli Studi di Macerata;I MACERAT01;"veronique.grumel@unimc.it; paola.landi@unimc.it";"0230 Humanities; 02 Arts and Humanities";yes;yes;no;3;18 (3x6);30 June;30 October
197;FF;ITALY;"Scuola Superiore per Mediatori Linguistici "" Gregorio VII"" (SSML Gregorio VII) ";I ROMA18;pierantonelli@gregoriosettimo.eu;0230 Languages;yes;yes;no;3;18 (3x6);15 July;15 December
198;FF;ITALY;Universita degli Studi di Salerno;I SALERNO01;erasmus@unisa.it;0314 Sociology;yes;yes;no;3;18 (3x6);15 April-15 June;15 April-15 November
199;FF;ITALY;Universita degli Studi di Salerno;I SALERNO01;"erasmus@unisa.it; bilateralagreements@unisa.it";"011 Education; 023 Languages";yes;yes;no;2;10;15 April-15 June;15 April-15 November
200;FF;ITALY;Sapienza Universita' di Roma;I ROMA01;direzione.ari@uniroma1.it;02 Arts and Humanities;yes;yes;yes;2;10 (2x5);15th May;15th October
201;FF;ITALY;Alma Mater Studiorum-Universita' di Bologna;I BOLOGNA01;erasmus@unibo.it;023 Languages;yes;yes;yes;2;12 (2x6);check on the homepage;check on the homepage
202;FF;ITALY;Universita di Foggia;I FOGGIA03;" valentina.difrancesco@unifg.it; lauradepalma.europa@unifg.it";0220 Humanities & Social Sciences;yes;yes;yes;2;10 (2x5);15 July;15 December
203;FF;ITALY;Universita degli Studi Di Genova;I GENOVA01;sass@unige.it;0213 Fine Arts;yes;no;no;2;6;1 June;01 November
204;FF;ITALY;University of Catania;I CATANIA01;"udipacrg@unict.it; aschini@unict.it";222 Languages and Philological Sciences;yes;yes;yes;2;12;May;November
205;FF;ITALY;"Scuola Superiore per Mediatori Linguistici ""Istituto Internazionale""";I BENEVEN05;ammi@ssmlinternazionale.it;"0232 Literature and linguistics; Language acquision";yes;no;no;2;12;30 August;30 December
206;FF;ITALY;Universita degli Studi del Molise;I CAMPOBA01;relazint@unimol.it;"222 Languages and Philological Sciences; 2221 Modern EC Languages; 2222 Genereal and comparative literature; 2223 Linguistics";yes;yes;no;2;10;30 June;31 October
207;FF;ITALY;Universita degli studi di Urbino Carlo Bo*;I URBINO01;"lucia.bartolucci@uniurb.it; erasmus.incoming@uniurb.it";"011 Education; 022 Humanities; 0313 Psychology";yes;yes;no;1;1 student x 9 months;31 July;31 October
208;FF;ITALY;Universita degli Studi dell Insubria;I VARESE 02;"relint@uninsubria.it;relint@uninsubria.it";023 Languages;yes;yes;no;4;5-6 months each= 20/24 total months;Nomination and application deadline: 15 June;Nomination and application deadline: 15 November
209;FF;ITALY;Universita Telematica eCampus;I COMO05;international@uniecampus.it;023 Languages;yes;yes;yes;2 x 1 semester;2x 5 months;15 June;15 November
210;FF;LITHUANIA;Vynautas Magnus University;LT KAUNAS01;erasmus@vdu.lt;031 Sociology;yes;yes;no;2;10;1 June;15 November
211;FF;LITHUANIA;Vilniaus Universitetas;LT VILNIUS01;trs@cr.vu.lt;023 Languages;yes;yes;no;4;20;01 June;15 November
212;FF;HUNGARY;Eszterhazy Karoly Egyetem, Eszterhazy Karoly University, Eger;HU EGER01;international@ektf.hu;023 Languages and Philological Sciences;yes;yes;no;2;10;15 June;10 December
213;FF;HUNGARY;Eotvos Lorand University (ELTE);HU BUDAPEST01;check on the homepage;220 Humanities and Social Sciences;yes;yes;yes;6;"preddiplomski = 2*10 diplomski = 2*10; doktorski = 2*10 ";check on the homepage;check on the homepage
214;FF;HUNGARY;Eotvos Lorand University (ELTE);HU BUDAPEST01;check on the homepage;0230 Languages;yes;yes;yes;2;10 (2x5);30 May;30 November
215;FF;HUNGARY;Karoli Gaspar University of the Reformed Church in Hungary;HU BUDAPES10;erasmus@kre.hu;222 Foreign languages (ENG);yes;yes;no;2x5 motnhs;10;30 May;10 December
216;FF;MACEDONIA;Ss. Cyril and Methodius University Skopje;MK SKOPJE01;check on the homepage;"22 Humanities; 31 Social Sciences";yes;yes;yes;3;18;15 May;15 November
217;FF;GERMANY;Universitat Bielefeld;D BIELEFE 01;erasmus-agreements@uni-bielefeld.de;011 Education;yes;yes;yes;2; 12 (2x6);15 June;15 December
218;FF;GERMANY;University of Konstanz;D KONSTAN01;"erasmus.agreements@uni-konstanz.de;international.incoming@uni-konstanz.de";0232 Languages and Philological Sciences;yes;yes;yes;2x10;20;15 May;15 November
219;FF;GERMANY;Eberhard Karls Universitat Tubingen;D TUBINGE01;international.office@uni-tuebinge.de;023 Languages:English;yes;yes;no;2;6 months;31 May;31 December
220;FF;GERMANY;Goethe Universitat;D FRANKFU01;check on the homepage;0314 Sociology;yes;yes;no;"1st cycle = 2; 2nd cycle = 1";"1st cycle = 10 months; 2nd cycle = 5 months";15 November;15 December
221;FF;GERMANY;Goethe Universitat;D FRANKFU01;erasmus-io@uni-frankfurt.de;0223 Philosophy and ethics;no;yes;yes;"2nd cycle = 2; 3rd cycle = 1";"2nd cycle = 10 months; 3rd cycle = 5 months";15 November;15 December
222;FF;GERMANY;Universitat Leipzig;D LEIPZIG01;erasmus.agreements@zv.uni-leipzig.de;023 Languages;yes;yes;no;2x5 motnhs;undefined;30 June;15 January
223;FF;GERMANY;Universitat Trier;D TRIER01;freihoff@uni-trier.de;023 Languages;yes;yes;no;10;undefined;check on the homepage;check on the homepage
224;FF;GERMANY;Christian Albrechts Universitat Kiel;D KIEL01;check on the homepage;023 Languages;yes;yes;no;4x5;undefined;01 June;01 September
225;FF;POLAND;Ayesm Mickiewicz University in Poznan;PL POZNAN 01;erasmus@amu.edu.pl;0222 History;yes;yes;yes;2;10;15 May-15 July;15 November- 15 January
226;FF;POLAND;Ayesm Mickiewicz University in Poznan;PL POZNAN 01;sujka@amu.edu.pl;021 History of Art;yes;yes;yes;2;10;15 May-15 July;15 November- 15 January
227;FF;POLAND;Ayesm Mickiewicz University in Poznan;PL POZNAN 01;check on the homepage;222 Foreign Languages;yes;yes;yes;2;18;15 May-15 July;15 November- 15 January
228;FF;POLAND;Jagiellonian University;PL KRAKOW01;izabela.zawiska@uj.edu.pl;225 (08.3) History;yes;yes;yes;3;15;31 May;30 November
229;FF;POLAND;University of Silesia in Katowice;PL KATOWIC01;http://erasmus@us.edu.pl/;"220 Humanities; 222 Foreign languages; 223 Mother tongue";yes;yes;yes;2;10;30 June;30 November
230;FF;POLAND;Uniwersytet Lodzki;PL LODZ01;"marcin.michon@uni.lodz.pl; monika.kopytowska@uni.lodz.pl ";222 Languages and Philological Sciences;yes;yes;yes;2;10;30 June;15 December
231;FF;POLAND;Opole University;PL OPOLE01;erasmus@uni.opole.pl;222 Languages and Philological Sciences;yes;yes;no;3;15 (3x5);15 June;15 December
232;FF;POLAND;University of Warsaw;PL WARSZAW01;international@adm.uw.edu.pl;222 Foreign Languages;yes;yes;yes;3;15 (3x5);check on the homepage;check on the homepage
233;FF;POLAND;Uniwersytet Wroc?awski Department of Slavonic Studies;PL WROCLAW01;check on the homepage;220 Humanities;yes;yes;yes;2;20 (2x10);15 June;31 October
234;FF;POLAND;Uniwersytet Wroclawski-Department of Slavonic Studies;PL WROCLAW01;barbara.skalacka-harrold@uwr.edu.pl;"222 Foreign Languages; 312 Sociology; 224 History, Philosophy and related subjects";yes;yes;yes;2;20 (2x10);15 June;31 October
235;FF;POLAND;Nicolaus Copernicus University;PL TORUN01;erasmus@cm.umk.pl;"223 Philosophy; 312 Sociology";yes;yes;yes;3;18;1 June;01 November
236;FF;POLAND;University of Wroclaw Willy Brandt Centre of German and European Studies;PL WROCLAW01;check on the homepage;"022 Humanities; 031 Social and behavioural sciences";yes;yes;no;3;15;1 June;01 November
237;FF;POLAND;University of Warsaw;PL WARSZAW01;m.sendlak@uw.edu.pl;0223 Philosophy and ethics;yes;yes;yes;2;10;15 May;15 November
238;FF;POLAND;Instytut Slawistyki Polskiej Akademil Nauk (ISPAN);PL WARSZAW85;"olha.tkachenko@ispan.waw.pl; dorota.dobrzynska@ispan.waw.pl";0230 Languages;no;no;yes;"1 Phd student; 1 postdoc";undefined;check on the homepage;check on the homepage
239;FF;POLAND;University of Szczecin Department od Italian Studies;PL SZCZECI01;malgorzata.sokol@usz.edu.pl;0232 Language and Philological Sciences, Classical Philology, Literature and linguistics;yes;yes;no;2;10;30 November;31 December
240;FF;POLAND;University of Silesia in Katowice;PL KATOWICE01;erasmus@us.edu.pl;"0111 Education Science; 01 Education";yes;yes;no;2;10;30 June;30 November
241;FF;POLAND;"Pnastwowa Wyzsza Szkola Zawodowa w Tarnowie; State Higher Vocational School in Tarnow";PL TARNOW02;;0111 Education Science;yes;no;no;1;3;check on the homepage;check on the homepage
242;FF;PORTUGAL;Polytechnic Institute of Braganca;P BRAGANC01;anaraquel@ipb.pt;0230 Foreign Languages;yes;no;no;2;10 (2x5);1 June;01 November
243;FF;PORTUGAL;Polytechnic Institute of Braganca;P BRAGANC01;;011 Education;yes;yes;yes;2;10 (2x5);1 June;01 November
244;FF;SLOVAKIA;Pavol Jozef Safarik University in Kosice;SK KOSICE02;maros.melicharek@upjs.sk;0222 History;yes;yes;yes;5;25 (5x5);15 June;15 November
245;FF;SLOVAKIA;University of Zilina;SK ZILINA01;lenka.kalusova@fhv.uniza.sk;14 Teacher Training and Education Science;yes;yes;no;2;10;15 June;30 November
246;FF;SLOVAKIA;Pavol Jozef Safarik University in Kosice, Department of British and American Studies;SK KOSICE02;"veronika.petrunova@upjs.sk; olga.gallova@upjs.sk";023 Languages;yes;yes;no;2;10 (2x5);15 June;30 November
247;FF;SLOVAKIA;Matej Bel University Banska Bystrica Faculty of Education;SK BANSKA01;anita.dienesova@umb.sk;"0110 Education; 0223 Philosophy and ethics";yes;yes;yes;12;2x6;15 July;15 November
248;FF;SLOVENIA;University of Ljubljana Faculty of Art;SI LJUBLJA01;;03.6 227 History of Art;yes;yes;yes;2;12;15 May;15 November
249;FF;SLOVENIA;University of Ljubljana Faculty of Art;SI LJUBLJA01;;023 Languages and Philological Sciences - Romance languages ;yes;yes;yes;2;12;15 May;15 November
250;FF;SLOVENIA;University of Ljubljana Faculty of Art;SI LJUBLJA01;; 0222 History;yes;yes;yes;2;12;15 May;15 November
251;FF;SLOVENIA;University of Ljubljana Faculty of Education;SI LJUBLJA01;;011 Education;yes;yes;no;2;10;15 May;15 November
252;FF;SLOVENIA;University of Maribor;SI MARIBOR 01;erasmus@um.si;222 Foreign Languages;yes;yes;yes;4;16;1 July;1 December 
253;FF;SLOVENIA;University of Maribor;SI MARIBOR 01;erasmus@um.si;"226 Philosophy and Ethics; 22 Humanities; 225 History and Archeology; 312 Sociology and Cultural Studies";yes;yes;yes;2;8;1 July;1 December 
254;FF;SLOVENIA;University of Maribor;SI MARIBOR 01;erasmus@um.si;1 Education;yes;yes;yes;3;15;1 July;1 December 
255;FF;SLOVENIA;University of Primorska;SI KOPER 03;"; erasmus@upr.si ";"1 Education Teacher Training; 220 Humanities; 310 Social Sciences; 022 Humanities; 0222 History; 023 Languages; 031 Social and behavioural sciences (Cultural Studies, Antropology) ";yes;yes;yes;3;15 (3x5);15 June;15 November
256;FF;SLOVENIA;University of Ljubljana;SI LJUBLJA01;;0232 Literature and linguistics (English language);yes;yes;yes;1;10;15 May;15 November
257;FF;SERBIA;University of Nis;RS NIS01;;"011 Education Sciences; 023 Languages; 0223 Philosophy and ethics";yes;yes;yes;2;10;20 May;20 November
258;FF;SERBIA;University of Kragujevac;RS KRAGUJE01;erasmus@kg.ac.rs;"022 Humanities; 023 Languages";yes;yes;yes;2;10;30 November;20 December
259;FF;SERBIA;University of Belgrade;RS BELGRAD02;;"021 Arts and humanities; 022 History; 0314 Sociology and Philosophy; 023 Languages; 01 Education; 0111 Education Sciences; 0112 Training for Pre-school Teachers; 02 Teacher Training with Subject Specialization";yes;yes;yes;on request;on request;1 May;31 October
260;FF;SPAIN;Universiyesd de Castilla - La Mancha*;E CIUDA-R01;ori.to@uclm.es;022 Humanities;yes;yes;yes;2;10 (2x5);15 June;30 November
261;FF;SPAIN;Universiyesd de Castilla - La Mancha*;E CIUDA-R01;ori.to@uclm.es;011 Education;yes;yes;yes;6;30 (6x5);15 June;30 November
262;FF;SPAIN;Universiyesd de Castilla - La Mancha*;E CIUDA-R01;ori.to@uclm.es;031 Social and behavioural sciences;yes;no;no;2;10 (2x5);15 June;30 November
263;FF;SPAIN;Universiyesd Nacional de Educacion a Distancia (UNED);E MADRID01;moviliyesd-economico@adm.uned.es;"022 Humanities; 031 Social Sciences";yes;yes;yes;2;10 (2x5);15 July;15 January
264;FF;SPAIN;Universiyesde de Cordoba;E CORDOBA 01;relaciones-internacionales@uco.es;023 Languages;yes;no;no;2;5;30 June;31 December
265;FF;SPAIN;Universiyesd de las Palmas de Gran Canaria;E LAS-PAL01;erasmus@ulpgc.es;023 Languages;yes;yes;no;2;2x6;31 May;15 November
266;FF;TURKEY;Uluyesg University;TR BURSA01;erasmus@uluyesg.edu.tr;226 Philosophy;yes;yes;yes;3;18 (3x6);July;December 
267;FF;TURKEY;Amasya University;TR AMASYA01;erasmus@amasya.edu.tr;"01 Education; 022 Humanities; 023 Languages; 0314 Sociology and cultural Studies";yes;yes;no;2;10;30 June;30 December
268;FF;TURKEY;Balikesir Univerisity;TR BALIKES01;"seyessen007@yahoo.com; ecegormez@balikesir.edu.tr";0314 Sociology and cultural studies;yes;yes;no;2;10;check on the homepage;check on the homepage
269;FF;TURKEY;Ankara Yildirim Beyazit University, Faculty of Humanities and Social Sciences_;TR ANKARA 15;nisaevagunes@ybu.edu.tr;0314 Sociology;yes;yes;no;"2 x 1 semester; (2 x 5 months)";undefined;01 August;01 December
270;FF;TURKEY;"KTO Karatay University; Faculty of Social and Human Sciences";TR KONYA02;erasmus@karatay.edu.tr;312 Sociology;yes;yes;no;3x6;undefined;check on the homepage;check on the homepage
271;MEDICINE;CZECH REPUBLIC;Charles University;CZPRAHA07;erasmus@ruk.cuni.cz;0916 Pharmacy;yes;yes;no;2;10;15 June;31 October
272;MEDICINE;CZECH REPUBLIC;Masaryk University;CZ BRNO05;"zapletal@czs.muni.cz; marakova@czs.muni.cz";0911 Dental Studies;yes;yes;no;2;10;15 June;15 November
273;MEDICINE;CZECH REPUBLIC;University of Ostrava;CZ OSTRAVA02;"kamila.yesnihelkova@osu.cz; Daniela.Gumulcova@osu.cz";0912 Medicine;yes;yes;no;2;10;31 May;31 October
274;MEDICINE;FINLAND;University of Eastern Finland;SF KUOPIO12;mia.laurila@uef.fi;727 Pharmacy;yes;yes;no;1;10;check on the homepage;check on the homepage
275;MEDICINE;FRANCE;Universite Claude Bernard LYON 1*;F LYON01;catherine.guillaumon@univ-lyon1.fr;0912 Medicine;undefined;undefined;undefined;2;20;2 May;check on the homepage
276;MEDICINE;FRANCE; Universite de Lille, Lille University School of Medicine;F LILLE103;erasmus-agreements@uni-lille.fr;0912 Medicine;yes;yes;no;" 2 students x 3 months- Medicine (practical training); 1 student x 10 months";6 and 10;check on the homepage;check on the homepage
